artist_id,artist,followers,popularity,genre
0V4Ph0z8HdAzrAYaTQCwwz,K'NAAN,27,11,reggae
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,6543537,66,hip hop
7i9j813KFoSBMldGqlh2Z1,Riton,137778,66,electronic
74IEeKcuS34kF2TjOigXra,Donnie,601576,46,r&b
6QMABvTzixnxzsLYyhqRxI,Majestic,74663,65,dance
5lTjv8Ag00qHSGhvK4JbeF,Justin Wellington,48412,52,pop
49HlOY4gkHqsYG9GCuhkcc,Celeste,495264,59,soul
25Kw8f1zcn9VtUk5Nl3qrp,Lasgo,127617,53,dance
2cFrymmkijnjDg9SS92EPM,blackbear,4951937,72,pop
6T5tfhQCknKG4UnH90qGnz,DNCE,4531711,66,pop
56xTxG4nQMAs1GW9kvn0uA,Wanz,5286,64,funk
2F3Mdh2idBVOiMTxXoxc10,MEAU,159982,55,pop
25uiPmTg16RbhZWAqwLBy5,Charli xcx,3313387,83,pop
46rVVJwHWNS7C7MaWXd842,KALUSH,998498,52,hip hop
2Tg0aF5cbZktYFzgR1iAKv,Julie Bergan,160887,55,pop
26VFTg2z8YR0cCuwLzESi2,Halsey,21551808,79,pop
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,5987039,72,rap
2vmZupMPxLgT8MNNXTRfa2,Laura Tesoro,62123,42,pop
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3552086,63,soul
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,9887353,74,pop
56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,124786,58,pop
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,95496420,94,pop
54R6Y0I7jGUCveDTtI21nb,Boney M.,2005121,69,pop
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,826458,62,rap
6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,950757,60,pop
79b2ipSR68Uf9EzA438KZt,Chawki,25519,54,pop
4kYSro6naA4h99UJvo89HB,Cardi B,24036683,79,pop
0PFtn5NtBbbUNbU9EAmIWF,TOTO,2940318,74,rock
6fOMl44jA4Sp5b9PpYCkzz,NF,9924598,77,hip hop
2gduEC76ry33RVurAvT05p,Nathan Dawe,122866,64,pop
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,35306866,83,pop
3tVQdUvClmAT7URs9V3rsp,Wizkid,5500783,76,hip hop
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,3002904,70,rock
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,7175471,70,pop
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6808134,73,soul
5H4yInM5zmHqpKIoMNAx4r,Central Cee,5628491,81,hip hop
7dGJo4pcD2V6oG8kP0tJRR,Eminem,85762792,91,hip hop
32WkQRZEVKSzVAAYqukAEA,Lady A,3672096,65,country
1URnnhqYAYcrqrcwql10ft,Savage,18921799,88,hip hop
1vCWHaC5f2uS3yhpwWbIA6,Avicii,22810338,80,pop
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,15022004,74,pop
5NW2uPFatEKjZQ5gpWD8HO,Filatov & Karas,104959,58,dance
5ChF3i92IPZHduM7jN3dpg,Nicky Romero,2179592,60,pop
4OPaH4YIqua9DUnI7t0fOQ,Mark With a K,73063,48,pop
3qOKTfKJFcaShWmz7uPysQ,SLM,1512,30,electronic
55Aa2cqylxrFIXC767Z865,Lil Wayne,14681842,84,hip hop
7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,420010,55,pop
4dRLeUGGqu0vixU7tdOCTv,Jones & Stephenson,10625,39,dance
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,30186040,84,pop
02kJSzxNuaWGqwubyUba0Z,G-Eazy,5327238,77,pop
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,16149806,67,pop
2p1fiYHYiXz9qi0JJyxBzN,Skepta,1300883,72,hip hop
5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,1438039,74,pop
02A3cEvlLLCbIMVDrK2GHV,Starley,204568,53,electronic
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,4006794,69,rock
374sWpAJsbZckf98df2jJJ,Fuse ODG,139575,62,hip hop
5gCRApTajqwbnHHPbr2Fpi,Juicy J,3178527,72,hip hop
2BvzbqWWwLN11XGBYgDZzx,Terror Squad,239004,49,hip hop
6U3ybJ9UHNKEdsH7ktGBZ7,JID,1774144,75,hip hop
77DAFfvm3O9zT5dIoG0eIO,Kyla,25536,70,funk
1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,736323,62,hip hop
3836OTICMPjhTMMcpPw4EC,Broiler,174105,63,electronic
3kcwSBHk3lMgHMHuxjJLNZ,Bazart,94519,44,indie
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,2106784,70,rock
7hdCH3dJ27WvUbo00gAMwE,Metejoor,173951,53,pop
6NXk2pLFocS2OkNdT7ncBt,Trevor Guthrie,12683,56,pop
5wwneIFdawNgQ7GvKK29Z3,Lucas & Steve,429558,57,electronic
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,4878491,71,pop
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,12570562,78,pop
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,11567876,80,rock
0C0XlULifJtAgn6ZNCW2eu,The Killers,7312891,76,rock
5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,624310,63,electronic
2AsusXITU8P25dlRNhcAbG,Gotye,2166954,70,pop
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,42785016,80,pop
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,2173490,79,rap
1QkWH3r8urqP2ZIZ3ov4jD,Silento,1351,47,electronic
7wdNPEfvOIFnDnT9E2VJsd,Pat Benesta,5414,31,dance
50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick,245714,62,pop
3Nrfpe0tUJi4K4DXYWgMUX,BTS,73740647,85,pop
35HMF6Y8dSzNfeJs3X65fw,Alessandra,141269,57,pop
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,30156189,92,hip hop
3GxKJzJK4LpsYGXQrw77wz,Mimi Webb,367771,58,pop
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,6013292,77,rock
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,5399612,73,country
0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,75506,63,dance
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,471539,64,hip hop
7rdiGVXL2fFyONexHzfKFS,SoulChef,91998,49,electronic
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,9501759,90,pop
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,30201639,85,pop
3iri9nBFs9e4wN7PLIetAw,gnash,1567265,60,pop
4q3ewBCX7sLwd24euuV69X,Bad Bunny,82635294,93,reggae
33qOK5uJ8AR2xuQQAhHump,Teddy Swims,2304622,82,pop
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,1059095,67,rap
6zvul52xwTWzilBZl6BUbT,Pixies,2976413,69,rock
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,9169237,79,pop
5he5w2lnU9x7JFhnwcekXX,Skrillex,7585078,75,electronic
6g0B8JvJx33LO19ms0aIah,Franky Jones,4217,39,dance
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,8794220,74,rock
6MPCFvOQv5cIGfw3jODMF0,Internet Money,832156,65,pop
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,10037612,61,pop
6mo0UbyIvIePdXNyLwQlk5,Milow,184638,52,pop
08yf5A2nS4XEeNvabDXqyg,Talent,1255356,63,rock
21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,326501,62,pop
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2445221,64,electronic
3D2GUXbtlL3r2d5HJEnsFD,Marco Borsato,703772,54,pop
56oDRnqbIiwx4mymNEv7dS,Lizzo,5717206,69,hip hop
2OjoIDVPQKT9B7loZbPEfp,Claudia Leitte,1082329,59,latin
33NVpKoXjItPwUJTMZIOiY,David Kushner,2212506,74,pop
4ETSs924pXMzjIeD6E9b4u,Surfaces,935492,67,soul
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,2069546,67,hip hop
1fux65HMCBvfJHqlBc4Nno,MAGIC!,2408988,68,reggae
1WRM9i067hd2ujxxi8FI3m,Steppenwolf,1599906,61,rock
202HZzqKvPsMHcbwnDZx7u,Doria D,271859,46,rock
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,51024216,87,pop
2x7EATekOPhFGRx3syMGEC,The Knocks,231437,59,dance
2RTUTCvo6onsAnheUk3aL9,3 Doors Down,4361136,69,rock
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1367813,69,pop
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,622974,64,hip hop
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,1178481,71,pop
19u3RGWKsjmbg9eI6zAiNp,13 Organise,222620,52,hip hop
0oXTS2yHUnuji1R7kc9J9a,Pascal Letoublon,119346,55,dance
6mS5GeFyhea6w9OKo8PO3p,Goldband,134475,59,pop
3L4wiBOSDLkJ18OISXZDA8,Barbara Pravi,204592,57,pop
4QVBYiagIaa6ZGSPMbybpy,Pedro Capo,1589622,67,pop
5ee4yhrWOxaxvL77BoVpVR,Lucky Luke,130853,56,electronic
6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,2004851,75,rap
4Euia7UzdRshy1DJOSMTcs,220 KID,25250,55,dance
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,52900852,86,rock
0ERCrnTOTP6m7KbCLTliEj,5NAPBACK,8682,24,pop
2SxLNgtH8TxZFuxugFfycn,BAQ,1205,30,hip hop
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,3821891,79,hip hop
4fIPlF6Q0IR1a2WdZJ59rf,Liefde Voor Muziek voor Rode Neuzen Dag,3514,12,pop
7wbnKaU2yOAKkBdXED432f,Axel Stephenson,645,39,rock
3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,915383,61,hip hop
6olE6TJLqED3rqDCT0FyPh,Nirvana,19569556,80,rock
10exVja0key0uqUkk6LJRT,Vance Joy,3093276,75,pop
7arQA31aZVS8yS6zUveWzb,CJ,239558,59,rap
5rGrDvrLOV2VV8SCFVGWlj,Imanbek,236468,70,electronic
1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,2040069,63,pop
3O5HD95HTEPgoPFOjAb7yV,DripReport,109970,49,rap
0kObWap02DEg9EAJ3PBxzf,Starship,1079906,64,rock
6Rx1JKzBrSzoKQtmbVmBnM,Hayley Williams,727914,63,pop
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,5623107,74,pop
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,15112341,78,pop
6fNkvAT7XRYuIynD5RTSLf,Kalush Orchestra,22486,47,pop
6OG9fZ1LKXyL0hShRmmnq1,Davina Michelle,465485,54,pop
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,513722,63,r&b
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,11945949,81,funk
6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,9903904,66,pop
6vXTefBL93Dj5IqAWq6OTv,French Montana,5438380,74,hip hop
4ScCswdRlyA23odg9thgIO,Jess Glynne,3044776,72,pop
7LRZFmscilazZmSwsddIyx,Gigi D'Agostino,539,5,pop
0Jsk5iYMr5aNjHury7blm1,Boef,1319287,64,hip hop
540vIaP2JwjQb9dm3aArA4,DJ Snake,8656213,77,pop
49bzE5vRBRIota4qeHtQM8,Skillet,5110996,72,metal
46pWGuE3dSwY3bMMXGBvVS,Rema,4626936,75,hip hop
2u6jNcpusijFS6ZzuWRwMv,Moss Kena,15802,49,r&b
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,12861082,79,hip hop
7CajNmpbOovFoOoasH2HaY,Calvin Harris,22613771,86,pop
6TIYQ3jFPwQSRmorSezPxX,mgk,5259209,76,hip hop
5X1JzPIIonP3u9lA580pPT,Francesco Yates,39372,61,pop
6PvvGcCY2XtUcSRld1Wilr,Silk Sonic,886350,70,soul
4ofCBoyEiGSePFAG500xev,Regard,251660,68,pop
5yRYgJHwb6gtIJ59POLBes,Cleymans & Van Geel,12872,31,pop
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,24175184,82,pop
45eNHdiiabvmbp4erw26rg,ILLENIUM,1508799,70,electronic
32r72WOqqRO1DtSznId7Lr,James Brown & The Famous Flames,183889,57,soul
13saZpZnCDWOI9D4IJhp1f,Lily Allen,2035051,66,pop
53deL58uye6fCqRK4COtR4,Alizee,214970,50,pop
1MIVXf74SZHmTIp4V4paH4,Mabel,2011587,64,pop
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,36617306,85,reggae
1kiq2kUV0cbLUhJsr7cpW0,Alida,23133,57,pop
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,3162461,69,country
3VVxpV5qfkhLkLZjXB274t,Frans Duijts,98515,50,pop
3K2zB87GZv1krx031en5VA,La Roux,646868,62,dance
5e4Dhzv426EvQe3aDb64jL,Shania Twain,3041543,71,country
3R6VoMjUANEP9wb7fRNXws,Rolf Sanchez,101113,53,pop
1XynjLPAyPi8SZAx8LHN0Z,Nuka,3753,46,dance
6wWVKhxIU2cEi0K81v7HvP,Rammstein,9797108,79,metal
2nm38smINjms1LtczR0Cei,Goodboys,68255,67,pop
53A0W3U0s8diEn9RhXQhVz,Keane,3384362,73,pop
3PhoLpVuITZKcymswpck5b,Elton John,13381792,82,rock
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2336093,77,pop
0gadJ2b9A4SKsB1RFkBb66,Passenger,3302462,69,pop
2h6hAChW74hB9HvrNoK1RY,Quarterhead,14759,59,electronic
5hXPnS34O3Kq3O8dkaE9FM,Famba,8377,31,indie
6n28c9qs9hNGriNa72b26u,PNAU,235512,71,dance
7vPGzgDg3qGUY5bWtrO3K4,Conkarah,78650,49,jazz
6ASri4ePR7RlsvIQgWPJpS,iann dior,1847006,70,rap
6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,1607001,60,pop
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,23019072,75,pop
3fMbdgg4jU18AjLCKBhRSm,Jack & Jack,31510790,81,r&b
4SLEmV2rAQ71Ts0qyDGhE8,Cecilia Krull,68954,47,pop
5MouCg6ta7zAxsfMEbc1uh,OMI,615322,66,reggae
7oPftvlwr6VrsViSDV7fJY,Green Day,14981405,79,rock
4pADjHPWyrlAF0FA7joK2H,Jay Sean,1798702,64,pop
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,25596223,84,metal
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,26575951,75,pop
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,8447054,90,rap
12Chz98pHFMPJEknJQMWvI,Muse,7806952,74,rock
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,4592063,71,pop
0EmeFodog0BfCgMzAIvKQp,Shakira,33282942,85,pop
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,1797762,66,hip hop
6MDME20pz9RveH9rEXvrOM,Clean Bandit,5454369,73,pop
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,7074219,78,hip hop
7rkW85dBwwrJtlHRDkJDAC,NAV,3499906,70,hip hop
33ScadVnbm2X8kkUqOkC6Z,Don Omar,11653104,82,hip hop
3r17AfJCCUqC9Lf0OAc73G,Fergie,5715177,67,pop
7AcV1lk8Zrgo1691PDWEle,Freshlyground,70129,61,rock
3TVXtAsR1Inumwj472S9r4,Drake,89926549,94,hip hop
06HL4z0CvFAxyc27GXpf02,Taylor Swift,113922385,100,pop
4ubInRZWkxXv1KNTPLHB4q,The Radios,21020,32,rock
4r63FhuTkUYltbVAg5TQnk,DaBaby,12029820,77,hip hop
0GOx72r5AAEKRGQFn3xqXK,GIMS,4371674,75,hip hop
66VgJGpaRMwrNaS2MPqIDf,Pauline,17333,40,pop
4zxvC7CRGvggq9EWXOpwAo,Kiesza,294337,53,pop
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,3898063,76,latin
5wCmhq5J2hPwL2r0eKurxn,casso,62581,71,electronic
4dpARuHxo51G3z768sgnrY,Adele,56007958,83,soul
6MvRVq0CtpQQlwnIiszV8F,Magic System,265348,59,pop
4OV6uYSnHxSYkjDYuBVBUz,Slimane,1581388,68,pop
34v5MVKeQnIo0CWYMbbrPf,John Newman,731816,67,pop
1RPZu5nxPrakSD5NumbgSn,Lea Rue,12330,32,pop
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,8807231,66,pop
0qT79UgT5tY4yudH9VfsdT,Sum 41,3856348,71,metal
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,5364413,78,hip hop
6mdiAmATAx73kdxrNrnlao,Iron Maiden,9050474,71,metal
6W5uA6CNMf3hd2j4a2XWCx,Naps,3080416,70,hip hop
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,12434520,77,indie
4lBSzo2LS8asEzoePv6VLM,Daddy DJ,17706,58,dance
0u6GtibW46tFX7koQ6uNJZ,Topic,250619,71,dance
2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,1606180,61,pop
5Wg2b4Mp42gicxEeDNawf7,A7S,61880,66,pop
738wLrAtLtCtFOLvQBXOXp,Major Lazer,6151362,75,pop
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,43740521,88,pop
1cZQSpDsxgKIX2yW5OR9Ot,Lennon Stella,382828,58,pop
4D75GcNG95ebPtNvoNVXhz,AFROJACK,3897879,72,pop
5fg02ZNJViLdPyxJnRdcsi,Zoe Tauran,50340,59,pop
523y9KSneKh6APd1hKxLuF,Master KG,569489,59,pop
0oeiA5U9u1U45Gos5cywUU,Soso Maness,620846,58,hip hop
7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,472618,69,pop
3o2dn2O0FCVsWDFSh8qxgG,Sabaton,2128646,70,metal
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,3203950,73,pop
1hcdI2N1023RvSwLzTtdsp,Natalia,4515699,71,pop
3n5jeTRWZEbTPJWyHSYUqn,Acid,203857,48,metal
0VRj0yCOv2FXJNP47XQnx5,Quavo,7419745,76,hip hop
6trIghKwHRUyxwvm66HLHH,Foushee,204648,58,r&b
7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa,812127,59,pop
5eir5zFJpES4j7gsymbVyl,Ronnie Flex,588230,65,hip hop
1c70yCa8sRgIiQxl3HOEFo,Cherish,622889,62,hip hop
7pFeBzX627ff0VnN6bxPR4,Desiigner,3499259,59,pop
6vWDO969PvNqNYHIOW5v0m,Beyonce,38012390,86,pop
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,11450259,73,hip hop
7gP3bB2nilZXLfPHJhMdvc,Foster The People,3768431,71,indie
3rIZMv9rysU7JkLzEaC5Jp,Snow,2989987,67,rock
7o9Nl7K1Al6NNAHX6jn6iG,Travie McCoy,375158,60,pop
3q7HBObVc0L8jNeTe5Gofh,50 Cent,14671124,82,hip hop
6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,281357,58,pop
5nGIFgo0shDenQYSE0Sn7c,Evanescence,4503582,72,metal
1pgtr4nhBQjp9oCUBPyYWh,Fountains Of Wayne,186823,56,pop
66AE89GQTx88zLYhXn1wFK,Sam Martin,20631,58,dance
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,8552865,76,hip hop
6l77PmL5iuEEcYjGl8K6s7,Bat For Lashes,375143,47,pop
6MF9fzBmfXghAz953czmBC,Taio Cruz,2215023,68,pop
4pnp4w9g30yLfVIAFnZMRd,ACRAZE,128641,64,pop
2t0kaaDtGZtmpczIAMaVTQ,S10,34709,43,soul
6dO0RkhFhjMwLtLQqNgL8r,Issam Alnajjar,98964,48,pop
43BxCL6t4c73BQnIJtry5v,James Hype,365327,69,electronic
3QJUFtGBGL05vo0kCJZsmT,salem ilese,372195,61,pop
7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sande,2162173,60,r&b
6sHCvZe1PHrOAuYlwTLNH4,Gus Dapperton,496618,58,pop
2sgikskblKZFbDpsYO9anB,Milk Inc.,91671,47,dance
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,17269103,83,hip hop
2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,1931607,62,pop
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,1542633,69,pop
329e4yvIujISKGKz1BZZbO,Farruko,15740094,81,reggae
2ye2Wgw4gimLv2eAKyk1NB,Metallica,27371357,81,rock
23fqKkggKUBHNkbKtXEls4,Kygo,8365283,80,electronic
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3458938,74,dance
1rKrEdI6GKirxWHxIUPYms,Agnes Obel,857009,57,pop
4wP1kxjUsc9IR4Iy2smL7o,Trinidad Cardona,251052,60,electronic
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,11937566,76,pop
6J2bFI9tQDWfPHjoKHKrOu,Yung Felix,118438,50,hip hop
47BNWfpngeFHYvBlPPyraM,Kate Ryan,85993,53,pop
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,74965,73,pop
4XQhU3S4TyPkiPIsSu2hmA,Diggy Dex,81018,49,hip hop
2o08sCWF5yyo2G4DCiT7T9,HVME,68830,60,electronic
1ruutHJcECI7cos2n5TqpO,Nayer,26361,69,pop
0dLWSYE7my9AbpQYNJ0ABV,Oscar and the Wolf,322287,53,indie
0VF99ihK36GXSlQs0mzL0S,Tice,2932,44,jazz
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,11802630,77,soul
7uMh23xWiuR7zsNkuNcm2G,MNEK,289695,68,electronic
5gtYjyZlmPOc1lLHvYzCON,Janieck Devy,6670,48,electronic
1HxJeLhIuegM3KgvPn8sTa,Jack U,1071520,58,electronic
4oUHIQIBe0LHzYfvXNW4QM,MO,9741817,90,country
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,97155241,90,pop
6mU8ucezzms5I2kNH6HNlu,Conor Maynard,2084148,63,pop
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,4634913,69,rap
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,38781515,80,electronic
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,14216081,78,hip hop
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,62474,61,electronic
3Isy6kedDrgPYoTS1dazA9,Sean Paul,4705012,79,pop
2fsk4VlJdNF6G8cCMDrrzB,Norma Jean Martine,18347,68,pop
2FXC3k01G6Gw61bmprjgqS,Hozier,7303272,85,pop
5MmVJVhhYKQ86izuGHzJYA,MIKA,1369149,65,pop
2zzpznMuhKlKlqh1ma7Sms,Dakota,13254,59,pop
50co4Is1HCEo8bhOyUWKpn,Young Thug,10037998,82,hip hop
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,275569,65,electronic
2VrP5BkyzDhY43dWMlaYjD,Joshua Kadison,32694,44,rock
7CAtmuyGlzYum4BKfl34ij,Gorki,46349,37,rock
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,114470169,86,pop
5L88UL7xuw4CzYyzxqwgBz,Dina Ayada,65765,43,rap
07QEuhtrNmmZ0zEcqE9SF6,Owl City,2366223,67,indie
6VxCmtR7S3yz4vnzsJqhSV,Sheppard,302006,59,indie
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,17095962,83,rock
3YwqjMyrRfuixi2pbgTGCE,Heuss L'enfoire,1609174,68,hip hop
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,6902459,79,pop
2IoSLl3tqYMq9DzR0d6NJN,Elams,244379,55,hip hop
3AuMNF8rQAKOzjYppFNAoB,Kelly Rowland,3467181,67,hip hop
6FBDaR13swtiWwGhX1WQsP,blink-182,8259069,77,metal
39mHYiNmLR7p8PXNG8Wll6,Remy Ma,784007,57,r&b
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,25627504,88,pop
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,5304189,82,hip hop
3LLNDXrxL4uxXtnUJS5XWM,Alexander Rybak,435651,59,pop
